msno,city,bd,gender,registered_via,registration_init_time
k16Tf41Lk3MIOLTIbEVTuZbR64RVRSfqS++b+7PSm5Q=,22,20,male,9,2010-07-18
JRQK8mgUbakDRciuXR0+79rbpP/wYpN3J2c6UACZ26M=,5,22,female,7,2010-09-20
93ro53iY1cdS49XzmB3hX0OW3uRtv9IX/xXa+S2bw2c=,5,20,female,9,2011-08-30
hJK1RbQjeehEMRTODgZgVRgBdihYpwYUXwwfouAiUKU=,1,0,"",7,2011-10-14
HpakjIRMzeSrzFrg+gOmQlCI5uq5bNRtDcoe8nWbhQQ=,1,0,"",7,2016-08-10
/WSvt2ssGekATHEpOZ2n9jva3y5gPB4WCGzF0vL6JC4=,1,0,"",9,2016-08-16
5ZqILU8AsnGeyWUL4g+zEBJ6NIfjueQN45Ib2sCvqaY=,22,19,female,3,2014-10-25
Q4nXElvH7+AA0kcZrppLn9UPPPYjp484AtHmgIIhp0U=,1,40,male,3,2015-07-14
jMfMDLZ5RBSapXaikTFBufJ1FO7R5nKBHnOv8GYfl4k=,1,0,"",7,2013-01-17
oIHUCYkCABk8vBusNAa0k5oLa0cFsrFs3GhNPyUm3L8=,13,27,female,3,2013-02-04
oP13tiKPFUFu03gu24vfZevh9kgCc5lNFTx545LU344=,1,20,female,4,2016-09-16
dWztxEVeq9NVN/rhLPgUmPQ0kZAAEwEwN8uM5nIEYN0=,15,36,female,4,2016-10-21
Gkll/f8TdZ92J7Uz3bqVdKf/JkTixdgsrNSZM1iIreI=,5,20,female,3,2013-02-09
LC1/ghgRZLHfNe7N7m40+F935ddfr35V9qIzGneaRNM=,1,0,"",3,2013-02-26
AOdOOL9pEAFii8+zcqwwTTOyZeT+aI73VlN9heEHWLs=,14,22,male,7,2013-03-26
LxRNv3LsqXjeu5yxRRvK3OJq2T3DGx56/SC8z2f66ac=,4,32,male,3,2013-04-03
sqqiGTkCZ+LGCwah2dvTmMKeKYThWrDJbc3m+B9PBT4=,1,0,"",7,2015-09-11
nb02mUJfaommUM0tIkJ9ZRV3s2/XA2NzQb3DxJ6ioEc=,1,0,"",7,2015-09-20
7o508HE9jSMF+USmB6x9tDolDaAxje9HLzKrmuPsT9Y=,11,29,female,9,2010-04-06
ayFTsRm/xf0he1qVVi502jcfAdSZxu/tH9OB4YlGE9w=,13,20,female,9,2010-06-04
JJYms5KlXjNl1dKJq1vJVUjUcmR2XnAFxSZi34NJlhg=,4,24,male,3,2012-03-13
8eoamFhPq+MLOcGBR1L8jGg6IKrhSCcWlW22IZH1i2k=,22,30,male,3,2012-06-03
ah2ga47q/2SFU10+R3XWJulYqj4K+DOG9Uz907y96Sg=,1,0,"",4,2016-09-16
Mok8nRPwMCL7mP7dwsgk5uecqBd0oDY4gWH+Bz5ffgI=,1,0,"",7,2017-02-20
0dIvySJKL02z15tGzKGIOulMxNZbDRUUrTvDDAStNQY=,13,16,female,4,2017-02-20
p+VTECAMNkI+Doh2z4/yjYuVvZ0VFYFaGGn93yYNLwM=,1,20,female,4,2016-09-03
o7OY5mnGu1NXxdgDMkMh86+isRkfm4y0noCvqHgC944=,22,39,"",7,2015-05-14
AL3hmTvmhceMfAD1IgnYVyauwWKI+OMH+SXwttk002g=,3,26,female,7,2013-04-02
LxQusez0hhHHgxvuy4HliU9TYO7RHlbR9FHcUDYRBXY=,8,25,male,9,2013-05-25
6lmUa6XLPLry/cvS4jVZCyq4dk071pSwaqzU2H6Mlyk=,15,34,male,3,2014-10-02
P7UMM2ePq9MnoUSw8y44E5tT1RX54DpOC7nzgYbSFmw=,5,34,male,9,2015-05-07
FZ3lbzVZOjRBfcp219pxf+RzmsWYb6S2xrl5yoDeQSY=,15,34,female,9,2015-05-30
X2KmS7cLNw3wZu2jGmUgSK48UZSPVNaIMIggPu14VVI=,1,0,"",7,2015-05-31
mariuV04gjP1ZfIuuH5Twzd48sSpbGp4SRH+GwAdDWs=,1,0,"",4,2016-01-14
3qHZJPvQVavGXmPw8H+BrEJw3Y5Yz4a/jCV7iohSzmI=,6,17,male,3,2015-08-12
/xJpd7ilPjcE/BpJZ7bCbq3pQKgfIIl6Eug9NQRcwkc=,1,0,"",7,2016-02-12
OjCt+po8WZhdmlHNOtfSSKY0ZpiWMDeov2nRxFffv98=,1,0,"",9,2015-05-16
MsJ3nm3UKnOmMTNqM/aPvX7IF5X/9qpBg0VBQl2iEU8=,5,33,male,9,2009-05-02
reVD7LhK3Isb4Jfkl59yU/EIAucwQbjoxESFm5LiFmk=,13,57,male,9,2009-07-31
Cam/3sXWuVZb5vhpoB5WIQae+wmv3gU8Smh9NVni6oA=,1,0,"",7,2016-08-05
mGSsB7q0wGgGd8/H9wjZrJ2onYJrPL+OfiCW4mbg77U=,1,0,"",7,2016-01-23
Bm3GnN/ofDeuUBMizVlT+Oa4yPHqk9sjEYr+wXFhpF8=,1,0,"",4,2016-03-02
h4YAYdI5UMDC4jRNw4sYEVMQ2+3w1iPMUbC624mg3NE=,21,24,female,9,2015-07-06
3l++pGRlXcoW4jjPeqe1f6zi06JWBgNVDrZFC1/DVbI=,4,28,"",4,2015-12-11
xPh7sR3Nj5sieX9qguTzK4s3y/+LUK7aRSYulEroOek=,1,0,"",7,2016-11-04
gNvGovGAVUss5XmbjehnPACKCmFfMQOpNJqR7+IIaHg=,5,29,male,9,2012-02-21
0JZl9R8KvBw8p/bTzp+EdmGru/WuwAQVRoXDAgASGfM=,1,20,male,3,2015-01-15
3prvBPrsq67R+/t82fUI/dF95vIKVzcY5DgsAl7Whqk=,9,20,male,9,2011-12-14
GoNMMUdh1dO4VNlu8EU6MyYCI92GhzSkW5/lDpzj/oY=,1,0,"",7,2011-12-30
Fw6oN0pI1apc1XV6rqNT8+qdQSlQEAYdnDyhTPO806k=,15,23,female,3,2011-12-31
Tn5kut5d41DVtcQNUFShPbdLRB40MJQz6Vc0ioB5uZE=,5,38,female,9,2004-11-05
1D9hQC7ve9CqDmGZwQBiNgS0+9J/IFDRqZAHMs2K8gk=,1,0,"",7,2016-02-29
q/3S0jSqL5io0MrXQnSTzBPxYXlW85ZEgZIVQHEU5x8=,1,0,"",4,2016-03-05
5eXZPtN8jo8xAmLV34ueKbvjYq1RvlaRa65lhiEWeJM=,8,19,male,9,2015-02-13
vwSe/Gw+09u4IZWvOIfHiabPDKsmfm6jrgh2EiSQidE=,12,20,male,3,2015-02-22
Hx9/515zcRmaeVWa59MeQi9knE70qbDhtQ2ysurItwU=,1,0,"",7,2016-02-26
vUOGz5rnnWY7lraqdQFYxWtf1P3mTRSRiLfOT9YOvGE=,1,0,"",7,2012-03-17
Jf1EOFt2RWPiHivRZmgvig17Xs6cAsJBu4Qts8u9zvY=,1,0,"",7,2012-04-27
heAfYe6LRnzDKj6rRRHBzGKMyrkue8c8jMv63r27Yz0=,1,0,"",7,2012-05-15
7M9b/W086WHOjx4XJx7eZR3uVDwydolqlmpEHI24ojk=,1,0,"",7,2012-05-21
br7cIaoJJakcf3tmtWkmA+nB66a+V5EiIDWJe3DGUTE=,9,28,female,9,2012-06-04
zWrnlhi9dlafM2MwqJfCHeegp2NoXjiEMpSd1Z4X8NI=,5,0,female,7,2012-07-01
yBFR6kfwAsZsk/8hdYI0dsGYxYJ3t1f+nFNMDiAZFcg=,1,0,"",7,2015-11-22
SucEfWfSHl0ALpr78VvjkQAoyUFSEkfe0q5O0meG1SU=,18,33,female,9,2012-09-08
55u5PHafu205u6ViacKVmWuxoXQLP/Q5sLieXAzWPa8=,1,0,"",9,2015-04-19
7tYtSaI2HC5epbsZqm+D+R0wLgm0n32FZf2p3W1L3pU=,15,19,male,9,2015-04-20
eJ7sToiIXUfKWk8wxJgHXjjGb9beIjkkqAPgNGyDBMM=,22,26,female,7,2013-11-30
yrJT0enbwPEHjzdgqo2PKNy2tXssxacj9iCqmjAQM4A=,13,0,"",9,2013-12-20
qEGFQIuX7AfVkhLInvZrg8dxeVoHFkYt3pJgDRxiC/M=,22,17,male,4,2016-08-20
bcndGFVJnr+sqJa5xyyutZ2yPVzZODql4RHUSDIazGc=,6,28,male,9,2016-08-23
+hwDtGF57e5P2Tv8th0Pb7s9tB0JuVDsLTEslZEWoGE=,13,21,male,9,2009-07-25
BaJVBQgkkJQqZ3AMU8qU2tH9/POnDd87fQyZKg+xr9A=,1,0,"",7,2015-07-30
4MgOwO1+Y8Vrr9WAZZXj8nrRuSAmClq9N6J3dD6rAKM=,4,27,male,9,2011-07-15
l03YunPOYxvYZmWuZqzmoPAfZZWW2kSuvmpEz4AahQc=,22,26,male,9,2011-08-17
F6MpqAGbzF0GIHBiHjfSw3Vf/C7Q2RmH+JnVb4ss+Nw=,8,32,female,9,2004-11-01
bF+Lt2wbReAfnXlUyPXQkifxahdRCrAq6K3go7l/kyY=,5,28,male,9,2005-05-19
tklmotQJfmn/SfAxGBO+5FKxPrKD2hgF6DLnxx0JrYM=,14,33,male,9,2006-12-05
u/O1jFnd8tjMET/uuEbLlg1YKKSWeqdmGW/Iz5AEa7s=,1,0,"",7,2017-01-28
9NK2NiqGR+E7z22uoFmbyse/HG4+Pal3CImMHg0c334=,1,0,"",9,2015-03-31
KRFV9Cck0bg68uM4DNSIYwPjrC1rVLyqLOPHcjft5Hs=,1,0,"",7,2015-04-11
hTWQaavQHZY9SwctK9xkL8gIdsLHioG0y5xKebmtXUk=,1,0,"",7,2017-02-09
vSNnhlpB+UeulDLrzwTy9pbReDc+9PhH9C5T38UdR5I=,5,45,female,9,2005-09-30
IWX9/91yud5uUCkcI/Hg18xqx4k3iMxQ+1eKYyZJZBg=,22,30,female,9,2005-10-25
loLFFsXx2w1l8T+Q5twEW/yh04/HjlYMcnPvGh3IdS4=,13,37,male,9,2015-05-13
hcYcJLYn1/uYCslKpNbGqCcIZNlHFmcgYLbRw6W9+VU=,1,0,"",4,2016-06-23
pxeZYVO05Ju7KzAVd7Y/VdrMyzaHiidhatq7Pn1oeC4=,1,0,"",7,2016-09-24
b4Y4SUWXwbukId7B4zNR/siY6QKStoNx3io6V1s6YFs=,13,30,"",7,2015-08-04
jWRWH4olcSMgFxGeo3/xpuHDws+y6EztPksTi7NOroo=,1,0,"",7,2015-08-06
iB2uOl/xxIPC9OeH8UHXk3l5/CU6Pb2/LjeO9u2s6wo=,6,27,female,4,2015-11-26
Mo1kGZhQloYc5s0SXT0VwK2UmZG1Z3JzIfIcvSqkgWc=,1,0,"",4,2016-10-14
2y8MuEoVfxlL6zOP7M2MmN5wJ4a9OK9MgZRbVrltzJA=,13,26,female,9,2013-05-03
B0QAKRxBU36V2nA4JndH5h9Cjt/iVFGiRNr6GjRXGuE=,5,0,"",9,2013-05-15
WGEozz3GIJbnx5q1HVaTGE863LvG8pYKQXJJOX8+SiU=,13,29,male,3,2013-06-27
ScCqH6VDbBXkTw+PedX8xEsBKYoE7n1oJa0s5AKulHo=,1,0,"",7,2015-10-21
2UYnHhGnrY+zjSYY3xmAY8nZjDgSEhp9fBNunNMVdO8=,1,0,"",4,2015-10-24
9JygIyr45NyaOHwXDePeNSXN7wsHEG8kocs3sdc2j9o=,1,0,"",3,2013-10-08
xexcjTInYjwxa5cgZ69SHRb4C0ZgSiSpp9olz3mnjg4=,1,0,"",4,2015-11-10
lx2OX0wPVt8GBq8QcppTQbBx7hDgiXIIOGcc+MCMEmY=,1,0,"",7,2015-11-12
0KVkcor8GPUXSi9GQb4GuseuHzrMAP+6NKpRAhrCljw=,1,20,female,3,2014-10-05
puaFl4DB2RsYCxeWN1JUSE7zEgnGyfdTfvoT3ldoDiQ=,1,0,"",7,2011-06-07
pN0TCaNc0syjQ9H19BSCJvqmRMU7tA/PZmhd2glj+Vs=,11,23,male,9,2011-09-14
xELpZRnIlEfyIngy6gfS3GNhlO5mFdQ6KFPPOaWbnpA=,1,67,female,3,2014-11-04
m9hLHZ9FVwpdK26SVESFjDuAPER8+iqOL2RZaAeNw50=,5,29,female,3,2014-11-07
BXoX3KaD4dC9LuJIjtvATcTsK7vXPbfkXKL7ly/Qx4M=,22,28,male,7,2012-01-20
vNRvF2v2H2Un2O2dmtv780eutO1z8xn/OBGIdxYZxwg=,17,26,male,7,2012-02-15
ktq0LCx6D0nzVJg3v8DIpCA/uQ1hx5xzEgpjUW/ZUHk=,22,18,female,9,2012-04-14
0SHYwG5OIXgJZf6irQUYU2muvjCaTzuqrtHvdBt+vwQ=,4,0,"",9,2012-05-27
DnfGBBCVIL7oXOF6b7JURvVMbpQP8CrqGDC9g1NKR30=,13,23,male,3,2014-12-30
4QH33StMCmrkuWitJUInI5RjYVa1RyKedmP/mNzEBbg=,1,0,"",7,2016-11-11
68yanPAsWzXvVXoPb92z/E4mDZOA54xiR9pqqmBQzHQ=,4,0,"",9,2016-11-16
ZgNXWMVs5Xhr/4P8fYg11LN3IE3It9LVfdih6mEhDx0=,1,0,"",7,2016-11-28
gsQVD+76OGB1vIkLrDewVp9LOIEwkFAIMp1BxOZ0F6c=,5,33,male,3,2015-03-02
7FNZOaQz5bJQ6r/3dkoiVdoue9kU1VBnmvzbS+mMdIk=,1,0,"",7,2011-06-19
CIanH5AHXCV0K95CaLxKbrSN/YLrlGKhd5h6eQ6KbFQ=,1,0,"",4,2016-09-14
fAce32+FqeffcFfqmvWKXUl1a1xOzdBaakGkn+/6+VE=,1,0,"",4,2016-09-18
oDdvuaFIwthM8/jwm6di8pn0IJ4s5xwq/BGFj4iUS0g=,1,0,"",4,2016-09-27
ldDi0yOQTEu9mXLfyA7o6ndpkm+IOTb1LeKVa9Ab4d4=,4,47,female,9,2010-10-31
syFqyQJkOFqPz76r2UK0V4LOfJnXi8j71gaYi4pqit0=,14,24,female,9,2013-10-15
YQ1IDG2CM0JJYmUIsMrpT7RiuxLrzpLDlWkQmv0fkDs=,1,0,"",7,2013-10-25
V1ogQCqe/EBfXMY8iWNEmrDKIofWadyaxDdMfI5JNVU=,22,49,male,9,2010-03-31
qboQ2w4+SuOe2XYqVZGDVIihS1H7bcW2mHSr8IL9LCs=,9,24,female,3,2016-09-19
Dx/YXQNnWJzC4+BaUJH6onaNtVMjzQfBkIX3Fg+sGIk=,1,0,"",7,2016-09-20
bbeyYyjHRR9C6d7v3tG8G8rDUyr37hEpFaB7dV21SjY=,13,23,female,3,2016-10-30
G/OExssFPbJ3Aj9Ah4tcVKJ7YALoBEOaQ9hRFb+yT5M=,22,20,female,13,2017-02-04
VUOqh3CEHwTHFGBXVrCV8BkWqvbdSSUE2prK02bpt9k=,1,0,"",4,2016-08-22
Zepw9RNf4VoJJcw3tgAdBFD9uD4SuPzYMFtOcRWRiew=,5,29,male,4,2016-09-06
DbkACVNQ0eKYZtUPjpSsEPnGSNun/V6LSASJn9/XuDk=,22,67,male,9,2011-08-29
1ARAEoWLM/hFmxMRT7JECEqYDVBlLdRz8/1GKp00fg0=,1,0,"",7,2016-06-29
Xq8SoABqhSYengmwdeaa7HQ7lgXCmh/OE9hY+JDIPCo=,15,22,male,9,2015-07-04
UBrfC/KnCXWz94o9F7MczOkvry7mfMzC5hHE1kf5S7Y=,1,0,"",7,2015-07-15
ip/Pog5RXx0BIzwUEfMH9hX7CGKxz/8IdHRtCYppJsc=,1,0,"",7,2015-08-01
+oLznRBu3Yg9Vz5HtrtppfTzXiRt+hyVsZvKuSQGvaU=,1,0,"",7,2010-12-28
6gX9oxbveK5y4o42s8ZZHOHmpzirmTT+BYdIuBGdwV0=,22,29,female,9,2011-01-01
j2gzooGzXfyyc/3Scswi79kjfP2M+jbzLQbKwG6DMRs=,1,0,"",7,2016-06-04
ey8IpMZWFocMIVnJNnZyAZlEABiTtvKUdIIVqAFefFY=,13,27,female,4,2017-02-20
RqdZXAWa3y+EtmnIF/EnW8WQ+2XwRdm6WSjsPJZY0N4=,1,0,"",7,2013-07-13
2F4PvAN+w7qO9u/oxjHdefoR2PqI709ZQeEJLAf4hNw=,4,24,female,9,2013-08-08
PNHB5FKm+x476fXVDxZE5Ut0bWZ0Qm9xgG0QBhC5vl8=,13,0,male,3,2013-08-21
iYANEJ62oUmKwNpnr/Jnktndc+PSX82muBV2oAD4LFE=,15,0,"",9,2014-08-12
nb7fLYtDfAQ5c8tfBY4pUQui5EhSLEXyQDelihG7pe0=,1,0,"",7,2014-08-14
2UMbB5bcGcdQLA3hkERJZLCER7YlbdG3Ip8cUC5kcyk=,1,34,female,3,2014-08-25
1jcnmEkJVTPoJlfP8atJo06W5lhwTCmFnT3MBgYGO6c=,1,0,"",9,2015-06-07
SFpDrVOU3wR63bTTqq1dxhwkIk1F3dw8uW+HAFyeRfQ=,1,0,"",4,2016-02-28
67c+zk2fCg5vUSRwh7QkerSdTq1eni1XsCO9HKXlqOw=,22,23,male,4,2015-11-06
cf9AY7VpNo6pIL0zFRipcoLIXoqQXSo2Xcx1j7FsE1M=,13,40,female,9,2007-06-25
JXRNz8FZLeEsvBs3Gl8UeYtrOTI+TYbk8xbGBVeLSsU=,8,20,male,3,2015-05-16
arCdR8dIxPOFuzsulP/OY4Bu5D+SRLnnvPkkfOqsPbE=,1,21,female,3,2014-10-09
KDetwCLmU4WTKt8iZK3KUMu/9cz0MpbmSSokinCc18s=,13,27,female,3,2016-07-16
Emdq4Hj38RNx4bWciGjPw7rb49dgOeWdu8CLdW5kk2Y=,1,0,"",4,2015-12-26
pKHbS9KuOb8hFeQjXH5XFaVA0zfUAIFrMbGXJjBVo2A=,1,0,"",7,2015-12-28
8qt/DkA9UO66sBI//4s4SzBiem4Z5UsrXxOgSdPpUUw=,1,0,"",9,2016-01-01
mrRYbiK/RN1am+g31LPUtzyMx7AP0wYcUfKnFHaB8lA=,1,22,"",7,2016-01-10
rTZPTfHaNuY3t2m4m58atlHjy+bk126O2hWatR+lWP0=,1,0,"",7,2015-12-02
tVHoA9Xt3pHp+4gCIf2Kjepb501yeu3iNvv7WPCWoAo=,13,30,female,9,2006-09-01
uZ+gCZHHqle7SEXP7EUG54QDhzI3tmGqkGaOWZRy17o=,5,46,female,9,2006-10-03
SjNJGnXHVnShk7a70bopkjMoF3yNstXaB5dRIylF47A=,14,39,male,9,2007-08-03
lS5mnSvFJiraOasvOFOOpOrEpzJ4j28prPOMCpfSHKg=,13,26,male,9,2004-10-02
HIG2cq3KPrQoVReVufeWa7454EvM48FdyLn6GQddHww=,13,25,male,9,2011-11-28
4++lyW9IEKIponUg3rm0CeefSzHoI12cFendBJxCbL0=,12,66,female,7,2011-12-22
gXnQ/aQpKhqebfe5ohdfSV4IKtJuhZFp3CDeKmT7WfY=,1,0,"",9,2014-08-13
t2XmKS1if1iWlvREUqM7N8Di0Jby2KsUD0T+tDxJqJI=,13,19,male,3,2014-08-25
SIEg7r+NvPcFfNCp/9eLgwi7tuQqJD6kPF8ptJPy9BY=,1,0,"",9,2014-08-26
SangM15+VEbPU+AAsf71ErmUco+e+8SwKHtJqJ6TxAs=,13,43,female,9,2007-07-24
Z1COYtzHGOeCjSjpJpxSoT11hW6qO9Eox93/R68sUaM=,22,34,male,9,2007-08-27
Rocl4gD/QXvqNhWHXYZ20WiePT4eau4dLwu5fUy3Vzg=,4,31,female,9,2007-10-16
RTmBaOjUbPFvq7pQ2NGg3R6rqdWQIMX8eKg3SXQV+Ow=,4,29,male,9,2007-11-02
Pr3k5bkarqWlXZKvAvujMgJOF0nxPvIzBo0B1Xok2+o=,4,31,male,3,2012-09-20
l5YNDU2jGguEaJmhGJKQYOhsqG+z6PofXvfR6NysS4Q=,5,26,male,9,2012-09-23
dTG//fF9QyNhEX39yst+zzqj7BVIIEBCm+OUpr8oZtk=,13,0,"",3,2012-11-22
SJ6mr7L7CpsS6UqeXrEpiKMUPKGpwX+ZkKMl1sXecHk=,15,26,female,3,2012-11-24
6p3MYh8zgjRXRcK2d9h+T2JdEGQupSjn1ncMFlozm/U=,5,29,male,9,2016-01-20
UwbkHfPI63tAyRCWSNTMyPI76Msf/7JNcmKYeELazXs=,1,0,"",7,2016-01-25
q9N4ICWEQjIRxA5XQJKJxsknS10P+FRwZ9+dFwf2jTA=,14,40,female,4,2016-01-28
Awc6DKddOmIFfbZetrrAAJm1WkuYpdZ4a9AttsZAz8A=,1,0,"",7,2016-09-16
uI0rO4IP6uXRVoOwnoCDTMf2Boud7Z3RCovXJmTMao4=,1,0,"",4,2016-09-20
osrL8fnZEUEneqf/dOTd9XUdsRAfh4ZOYpIb7xoBdhk=,1,0,"",4,2017-01-26
dBoLibZitTW2zaoWzWomOS9ge+dk6o5b7R17K/knnXY=,13,26,male,9,2007-06-17
STYwh3KlJpA497HjN5QYB0RPwMLPBRmMsmWAeF8L3cA=,15,22,female,9,2007-07-11
rVQD2lPmT5tKDhHWIQImpUmexFt6Qq6I369K92/keyg=,11,28,female,9,2007-10-11
GXqzHhe9WbcH9JL7v6fymqoDu71PGi13+cwbuQiEgN8=,4,28,male,9,2007-11-20
Ua0YSLqyV98SUQ8//ucvf9RS7aWLIdpPeyz09E7sG5o=,5,32,female,9,2012-06-22
Q3rYNpr14AE3NFGGkqifFFp+xJ44ssazXbJQjbmFbjY=,1,0,"",7,2013-11-15
6ypVITpDgoqew23/p4947gGIcE4/4gDJuRCv1Kww8O4=,15,50,female,3,2013-11-16
SlITT0iukA12QiPBSRfHnWPvJLt+utFHwzAZsQpBxIs=,1,0,"",7,2013-12-01
TvXUsdQzPTyg+cJwLcU/jaAMS5M6Vn9GyuQJBeEqEYc=,4,38,female,9,2009-03-05
EfYkHgeKemZSvcHySKcK4f66j3991U8h5cctueftKjY=,15,33,male,9,2013-01-22
ldg9Pdi7qxBmnLFLM7MYJ8C3g7gSXpnkX0hIaMYxf/w=,22,44,male,3,2013-02-12
x9f4feDb47QGG4gDcVOVuDsEZ60RBmU4qukMu8sLNmQ=,1,0,"",7,2013-03-07
0al4Q//AuaC5CAV/OUv2YYRSyBwca4jwe1DDpyLnIcQ=,1,0,"",3,2013-11-09
MAoClVxICKYRMO+sSrYE1wF/hrloHINkf++RuHpGXnU=,14,0,"",7,2013-12-25
pTy/0MltHusjaHSXKOoQreupvvLQlJHRgQedCotft28=,1,0,"",7,2014-01-16
I3/C6k7eKWpUFhYOEV+in/0Lkmqj9b2Js7XJzfYAk3o=,5,41,female,9,2014-01-20
oy1XTlJNUaiVQUp7HndKWIKIUv1cchlx4AULL2x58qM=,1,0,"",4,2016-05-31
qjwA/6/f31BGRgXPllIWAw3PeVkpc0FV+BcOuUT9jpM=,22,43,female,9,2010-09-28
Tmem9sgeGxepId+vUPRDqUcLzu4Vj7BWaPz9QrfVHwM=,12,19,female,3,2013-10-03
6aEC5zsiDKrWN7vNaQbUGEIuNTqRfT9wuEAACbu4yXE=,1,0,"",7,2013-10-03
0+8RM7czT/E0m0LB1/hTSbmHwkF74amKFtQFgSUNqzc=,1,0,"",7,2016-07-23
k3DuEp9uYjGJDEz29rza9J/sVE0nZOayCmhAIRsuNn4=,1,0,"",7,2016-07-23
POUDFFPjUeOeF2zdiu3PUaoEGlJV1KeBueYus/fcWNg=,1,0,"",7,2013-12-30
tRDnNCmojCHroTUuMHSGgdUkpgyMqEtSMPkjxCQRGss=,1,0,"",7,2015-08-04
N1i+8sf6DRgTccypOdtRySvZbUqCxXebjIwsm0jBTfE=,4,21,female,9,2008-10-11
nTX7sIkJWNxVyRB5oGAlP5nsi/gQnHeWSyMY+Nltk0k=,5,33,female,9,2008-10-19
+wbfpGtm3InTtMwH44LXNlCLDq0ovc9J8R8Bva0WZzg=,15,22,female,3,2013-12-18
CE561RueU+wAZI6OjU3rgHBH6PzEG8qRHCF7/JVIaEw=,1,0,"",7,2013-12-24
IsUzKRCYNDZ/ChsuYVcyJTd+nxgGzFrbO4JpFnhe1MA=,1,0,"",7,2014-01-06
62xxdEtzgO21dhHGSbI8akytaofllG4k76po8V8zCn8=,5,34,"",3,2014-01-18
kjlBAYoNYpwS7r5upiJQVgVikm9zU8KAYnKLIPJXAls=,6,21,male,4,2016-01-08
BV1xubwcLYDj8tHbMIeWtxMwfydNZYMVi9oAtPVPs2Q=,1,0,"",7,2016-01-08
W8NkCtXP2KIuSZOJw+jjjBHMT4cXx12pI9AB7j6c7ek=,8,25,female,3,2015-07-11
oVUusrQkrQKPQDlwK5upA/yCgV48iQ19Bv8MjNmyhPI=,1,0,"",7,2016-07-11
zaJzeKm3Jf8a6khMzf7PFmQRqsN8Pl33XhhFsvUNBkw=,5,0,"",3,2013-03-11
LV5a+nsSHhN1/xYPxazt4+vYeFG8nDAYOWzoWYmqKXQ=,1,0,"",3,2013-03-14
GcmlWqMeSxC4A5VS3q+oL+pVel+bk29I3CzGBwpvAjM=,1,0,"",7,2013-04-03
7ggZnUwQlyLQZb9CvPae1Y8wviFWdRALcnmp0/rZuA0=,13,28,male,3,2014-05-22
RqRPX5dBCaqBUhMhcBgXR3K0N3PVLBwV89IFaShum/c=,1,0,"",9,2015-09-05
mD6BHb3N7yGsrtpQm4JUlLqgU7NngenYUVjr6fuzwSs=,13,25,female,3,2014-06-10
5KC77NHCu+a0UIJXAKJpIJyfar3JeeTZXCiradggbuo=,1,0,"",7,2016-05-19
CDNqNDr6JJEgkimLNqCpaL8kyM48+XyGhBx69T4Y+js=,22,0,male,9,2016-06-05
NNC2ZN7/L7rb9rH5+19XLb7L5hmR+DhdfZINQlTyr3s=,1,0,"",9,2016-06-12
yKxefdk6+kIrBMt6J185jbBDIE4TV/SzMsbuPXsFb8s=,1,0,"",4,2016-06-20
ynrfQbjX0wFAODiZ/v6yrKq+d4RCaqTAZcY1+TBDcUc=,1,0,"",7,2017-02-02
3FWgAuHh84oLgzsSyWzs8gKvdwpkpaRHyMQL2L4D/n8=,1,0,"",9,2015-02-12
8Hv6MUq7xQv/wJO4fchKvCpyxRqBfbEUgNcVjmMiz1o=,4,20,female,3,2015-02-19
RLkIlvWfkei0g44JI0XLEGcRdVrLK85ZNAX7LgcifB4=,1,0,"",9,2015-02-28
+orNgp5Q9E7eFIMViSkdLYIVHCsfaEIGd/6Jt8CJHFg=,6,26,male,9,2014-08-09
ovvhmXB+sC/2zf8DXtKO1mXSIqy9aJH3gJseur1oJkg=,1,0,"",4,2015-10-30
f5jLELrFgyHTSk+hYrwxpRie9qY7Xp0bT4gMYzBInCA=,4,0,female,4,2016-11-21
fjardkBqHjHr631IfdddtEId37NDTTKe7K2bKvKmaQ8=,1,41,female,3,2016-11-26
ONWI3/K1V4HrI7RIm+HLIdYMGcLNg/0diIcTL8tUBbQ=,1,0,"",7,2016-05-13
Gj46izl3zT8AzlI93UqjWmTrogSM3ZkFSNh847tngq0=,13,27,male,9,2010-08-21
vdC5vMHnef62Dj14lELSdaXUf4Ylc4dcU8EufN0b6vk=,5,36,female,7,2010-11-10
22Z9Ldp2UA+aJ58HDX8zGpIu0zxtN9eYvmLZN8rFFzg=,1,0,"",7,2016-06-08
I88xFKgCnaObkZWDcoFlX+av8gsBZG0Wjx4HfJWUg74=,13,23,female,9,2016-06-11
YkB6zFDcJAN4tkROzK702ey4k0kr+ZYHs4+8Br6SBGo=,1,0,"",4,2016-06-16
kfph47kS0kSUI4PtzedqDOp00AENsOc8WhRn2dLZ+Tk=,1,0,"",7,2015-10-19
lg5EHK589QTgAaY4hkIFuPQOpl7BKz9mP6npyl0+yxw=,13,39,male,4,2015-10-23
MW+8A9Uash607kblOS5L5CGJHNcTtTeJkP89rnTXXxs=,9,23,female,3,2015-05-27
KeLTCgv5xA/legMV0ecaHORCRFtG/xmacVSpGhK/W6w=,4,30,male,7,2017-02-21
HuLM4EeGlilWrtI6B+sWNOYr83A3MhU8zSGHiGE52fg=,1,0,"",7,2014-10-16
iIPmXGw3a54c7792bBwv5MOiSLogKZvVpI5RuTJ+htM=,1,0,"",4,2016-11-07
lKTpE6rYYGkefNVFZNcxX6OBkwWaqD02YCYJb+hjSE0=,1,0,"",7,2016-11-14
